id,status,founded_at,closed_at,acquired_at,ipo_at,age,city,country,region,primary_industry,is_software,is_web,is_mobile,is_b2b,regulated,funding_total_usd,funding_stage,num_rounds,age_first_funding,age_last_funding,lead_investor_tier,has_vc_backing,num_founders,repeat_founder,accelerator,avg_investor_participation,revenue_bucket,growth_indicator
c:130,acquired,2004-03-01,,,,20.852054794520548,New York,USA,US-East,,1,1,0,,0,,roundA,3,,,Top,0,,,,3.0,,
c:47601,acquired,2004-01-01,,,,21.016438356164382,Burlington,USA,US-East,,1,1,0,,0,,roundD,1,,,Top,0,,,,5.0,,
c:60087,acquired,2009-01-01,,,,16.01095890410959,Boston,USA,US-East,,1,1,0,,0,,roundA,0,,,Other,0,,,,1.0,,
c:24853,acquired,2009-03-12,,,,15.819178082191781,New York City,USA,US-East,,1,1,0,,0,,roundA,2,,,Top,0,,,,1.0,,
c:14608,acquired,2004-01-01,,,,21.016438356164382,Larkspur,USA,US-West,,1,1,0,,0,,roundB,2,,,Top,1,,,,4.0,,
c:65389,closed,2011-01-08,2012-01-01,,,0.9808219178082191,Los Angeles,USA,US-West,,1,1,0,,0,,roundA,0,,,Other,0,,,,1.0,,
c:1767,acquired,2007-09-01,,,,17.34794520547945,Seattle,USA,US-West,,1,1,0,,0,,roundA,3,,,Top,1,,,,1.5,,
c:6012,acquired,2000-01-01,,,,25.019178082191782,San Bruno,USA,US-West,,1,1,0,,0,,roundB,2,,,Top,0,,,,4.0,,
c:44976,acquired,2007-01-01,,,,18.013698630136986,San Francisco,USA,US-West,,1,1,0,,0,,roundA,1,,,Top,0,,,,2.0,,
c:2275,acquired,2004-01-01,,,,21.016438356164382,Boston,USA,US-East,,1,1,0,,0,,roundA,3,,,Top,0,,,,2.5,,
c:16611,acquired,2008-10-17,,,,16.21917808219178,New York,USA,US-East,,1,1,0,,0,,roundA,1,,,Top,1,,,,1.5,,
c:975,acquired,2006-03-01,2012-01-01,,,5.841095890410959,Redwood City,USA,US-West,,1,1,0,,0,,roundA,1,,,Top,0,,,,3.6667,,
c:51332,acquired,2009-12-11,,,,15.068493150684931,San Francisco,USA,US-West,,1,1,0,,0,,roundA,1,,,Top,0,,,,1.3333,,
c:25713,acquired,2002-01-01,,,,23.016438356164382,Irvine,USA,US-West,,1,1,0,,0,,roundA,0,,,Top,1,,,,4.0,,
c:36151,acquired,2009-03-01,,,,15.849315068493151,Santa Monica,USA,US-West,,1,1,0,,0,,roundA,3,,,Top,1,,,,2.3333,,
c:148576,acquired,2009-09-01,,,,15.345205479452055,New York,USA,US-East,,1,1,0,,0,,roundA,0,,,Other,0,,,,3.5,,
c:73586,acquired,2010-01-01,,,,15.01095890410959,Palo Alto,USA,US-West,,1,1,0,,0,,roundA,2,,,Top,0,,,,3.0,,
c:46070,closed,1998-01-01,2012-08-01,,,14.591780821917808,Waltham,USA,US-East,,1,1,0,,0,,roundA,2,,,Top,1,,,,2.3333,,
c:84867,closed,2004-01-01,2013-01-01,,,9.008219178082191,Santa Clara,USA,US-West,,1,1,0,,0,,roundC,2,,,Top,1,,,,3.3333,,
c:12171,acquired,2002-01-01,,,,23.016438356164382,Waltham,USA,US-East,,1,1,0,,0,,roundC,2,,,Top,0,,,,4.5,,
c:45413,closed,2008-09-01,2011-02-01,,,2.419178082191781,Henderson,USA,Other,,1,1,0,,0,,roundA,0,,,Top,1,,,,1.0,,
c:1285,acquired,2000-01-01,,,,25.019178082191782,Boston,USA,US-East,,1,1,0,,0,,roundA,3,,,Top,1,,,,2.5,,
c:13730,acquired,2005-01-01,,,,20.013698630136986,McLean,USA,Other,,1,1,0,,0,,roundA,2,,,Top,0,,,,1.5,,
c:31936,acquired,2000-01-01,,,,25.019178082191782,San Jose,USA,US-West,,1,1,0,,0,,roundC,1,,,Top,0,,,,1.0,,
c:32011,acquired,2002-01-01,,,,23.016438356164382,Santa Clara,USA,US-West,,1,1,0,,0,,roundA,3,,,Top,1,,,,2.0,,
c:22203,acquired,2008-01-01,,,,17.013698630136986,Palo Alto,USA,US-West,,1,1,0,,0,,roundA,1,,,Top,0,,,,12.5,,
c:10512,acquired,2003-08-29,,,,21.35890410958904,Santa Clara,USA,US-West,,1,1,0,,0,,roundB,3,,,Top,1,,,,5.0,,
c:105,acquired,2005-06-01,,,,19.6,New York,USA,US-East,,1,1,0,,0,,roundA,2,,,Top,0,,,,5.5,,
c:60436,acquired,2007-04-01,,,,17.767123287671232,Mountain View,USA,US-West,,1,1,0,,0,,roundA,1,,,Other,0,,,,1.0,,
c:5779,acquired,2007-06-01,,,,17.6,Burlingame,USA,US-West,,1,1,0,,0,,roundA,1,,,Top,1,,,,1.6667,,
c:3413,acquired,2006-01-01,,,,19.013698630136986,Lowell,USA,US-East,,1,1,0,,0,,roundA,2,,,Top,0,,,,2.0,,
c:6049,closed,2004-01-01,2008-01-01,,,4.002739726027397,Santa Monica,USA,US-West,,1,1,0,,0,,roundA,2,,,Top,0,,,,1.0,,
c:58998,closed,2001-01-01,2012-07-16,,,11.545205479452054,Bellevue,USA,US-West,,1,1,0,,0,,roundA,0,,,Top,1,,,,5.0,,
c:39283,acquired,2001-01-01,,,,24.016438356164382,Woodbury,USA,US-East,,1,1,0,,0,,roundC,1,,,Top,0,,,,3.0,,
c:13681,acquired,2000-01-01,,,,25.019178082191782,Santa Clara,USA,US-West,,1,1,0,,0,,roundA,3,,,Top,1,,,,4.0,,
c:21762,acquired,2007-01-01,,,,18.013698630136986,San Francisco,USA,US-West,,1,1,0,,0,,roundA,1,,,Top,0,,,,8.5,,
c:39801,closed,2006-04-01,2009-03-12,,,2.947945205479452,New York,USA,US-East,,1,1,0,,0,,roundA,1,,,Top,1,,,,2.0,,
c:1388,acquired,2005-05-09,,,,19.663013698630138,New York,USA,US-East,,1,1,0,,0,,roundA,3,,,Top,1,,,,2.5,,
c:11307,acquired,2004-01-01,,,,21.016438356164382,Mountain View,USA,US-West,,1,1,0,,0,,roundA,1,,,Top,0,,,,6.0,,
c:37929,acquired,2005-01-01,,,,20.013698630136986,Littleton,USA,US-East,,1,1,0,,0,,roundA,3,,,Top,1,,,,3.0,,
c:47115,closed,2009-01-01,2012-08-01,,,3.5835616438356164,Los Angeles,USA,US-West,,1,1,0,,0,,roundA,1,,,Top,0,,,,2.5,,
c:11817,closed,2003-09-01,2013-04-01,,,9.58904109589041,Glendale,USA,US-West,,1,1,0,,0,,roundB,2,,,Top,1,,,,3.0,,
c:81476,acquired,2010-01-01,,,,15.01095890410959,Austin,USA,US-South,,1,1,0,,0,,roundA,1,,,Top,0,,,,2.0,,
c:155,acquired,2004-02-01,,,,20.931506849315067,Chicago,USA,Other,,1,1,0,,0,,roundA,2,,,Top,0,,,,4.0,,
c:9822,acquired,2007-10-01,,,,17.265753424657536,New York,USA,US-East,,1,1,0,,0,,roundA,0,,,Top,0,,,,2.5,,
c:93,acquired,2006-01-01,,,,19.013698630136986,San Francisco,USA,US-West,,1,1,0,,0,,roundA,1,,,Top,0,,,,2.0,,
c:37635,acquired,2009-04-04,,,,15.756164383561643,New York,USA,US-East,,1,1,0,,0,,roundA,1,,,Top,0,,,,6.0,,
c:1627,closed,2007-06-01,2008-12-02,,,1.5068493150684932,New York,USA,US-East,,1,1,0,,0,,roundA,1,,,Other,0,,,,2.0,,
c:15294,acquired,2004-08-18,,,,20.386301369863013,San Francisco,USA,US-West,,1,1,0,,0,,roundC,2,,,Top,1,,,,3.8,,
c:27163,acquired,2002-01-01,,,,23.016438356164382,Billerica,USA,US-East,,1,1,0,,0,,roundB,2,,,Top,0,,,,4.3333,,
c:3267,closed,2008-01-01,2012-07-09,,,4.523287671232877,San Diego,USA,US-West,,1,1,0,,0,,roundA,0,,,Top,1,,,,1.0,,
c:77139,acquired,2011-01-01,,,,14.01095890410959,New York,USA,US-East,,1,1,0,,0,,roundA,1,,,Top,0,,,,3.0,,
c:9085,closed,2005-01-01,2011-02-03,,,6.093150684931507,Seattle,USA,US-West,,1,1,0,,0,,roundA,0,,,Top,1,,,,1.0,,
c:80259,closed,2011-01-01,2012-11-01,,,1.8356164383561644,Los Gatos,USA,US-West,,1,1,0,,0,,roundA,0,,,Other,0,,,,1.0,,
c:26806,acquired,2001-01-01,,,,24.016438356164382,Broomfield,USA,Other,,1,1,0,,0,,roundA,0,,,Top,1,,,,1.0,,
c:18080,closed,2005-06-01,2011-12-25,,,6.5698630136986305,Foster City,USA,US-West,,1,1,0,,0,,roundA,1,,,Other,0,,,,3.0,,
c:55592,closed,2010-01-01,2013-07-01,,,3.4986301369863013,Mountain View,USA,US-West,,1,1,0,,0,,roundA,0,,,Top,1,,,,2.0,,
c:74928,acquired,2009-04-01,,,,15.764383561643836,Portland,USA,US-West,,1,1,0,,0,,roundA,1,,,Other,0,,,,1.0,,
c:2731,acquired,2003-01-01,,,,22.016438356164382,New York,USA,US-East,,1,1,0,,0,,roundB,1,,,Other,0,,,,1.0,,
c:32383,acquired,2008-07-01,,,,16.515068493150686,Boston,USA,US-East,,1,1,0,,0,,roundA,1,,,Top,0,,,,2.0,,
c:1419,acquired,2005-02-01,,,,19.92876712328767,Austin,USA,US-South,,1,1,0,,0,,roundA,2,,,Top,0,,,,1.0,,
c:53304,closed,2010-08-01,2013-06-01,,,2.835616438356164,Beverly Hills,USA,US-West,,1,1,0,,0,,roundA,0,,,Other,0,,,,1.0,,
c:1899,closed,2008-01-01,2010-05-24,,,2.3945205479452056,Hartford,USA,Other,,1,1,0,,0,,roundA,2,,,Other,0,,,,2.0,,
c:29168,acquired,2001-01-01,,,,24.016438356164382,Greenwood Village,USA,Other,,1,1,0,,0,,roundA,0,,,Other,1,,,,1.0,,
c:60352,closed,2010-01-01,2011-02-01,,,1.084931506849315,Seattle,USA,US-West,,1,1,0,,0,,roundA,0,,,Top,0,,,,1.0,,
c:39507,closed,2006-01-01,2012-12-07,,,6.936986301369863,College Park,USA,Other,,1,1,0,,0,,roundA,0,,,Other,1,,,,1.0,,
c:82843,acquired,2011-05-01,,,,13.682191780821919,New York,USA,US-East,,1,1,0,,0,,roundA,0,,,Top,0,,,,6.0,,
c:23052,acquired,2007-12-01,,,,17.0986301369863,Los Angeles,USA,US-West,,1,1,0,,0,,roundB,2,,,Top,0,,,,1.5,,
c:10969,closed,2003-01-01,2010-04-25,,,7.317808219178082,Addison,USA,US-South,,1,1,0,,0,,roundB,2,,,Other,1,,,,1.0,,
c:6150,closed,2004-10-22,2013-01-16,,,8.241095890410959,Napa,USA,US-West,,1,1,0,,0,,roundB,1,,,Top,1,,,,2.5,,
c:46129,acquired,2010-01-01,,,,15.01095890410959,San Francisco,USA,US-West,,1,1,0,,0,,roundA,0,,,Top,0,,,,1.0,,
c:36936,acquired,2002-01-01,,,,23.016438356164382,New York,USA,US-East,,1,1,0,,0,,roundB,1,,,Top,1,,,,2.0,,
c:1760,acquired,2007-06-01,,,,17.6,San Francisco,USA,US-West,,1,1,0,,0,,roundA,1,,,Top,0,,,,4.0,,
c:173,acquired,2005-02-01,,,,19.92876712328767,Mountain View,USA,US-West,,1,1,0,,0,,roundA,4,,,Top,0,,,,2.8,,
c:6520,acquired,2007-03-01,,,,17.852054794520548,Itasca,USA,Other,,1,1,0,,0,,roundA,1,,,Top,1,,,,1.0,,
c:1725,acquired,2006-01-01,2008-01-01,,,2.0,Cambridge,USA,US-East,,1,1,0,,0,,roundA,0,,,Top,1,,,,2.0,,
c:26007,acquired,2003-01-01,,,,22.016438356164382,Lexington,USA,US-East,,1,1,0,,0,,roundB,3,,,Top,0,,,,3.25,,
c:16189,acquired,2000-01-01,,,,25.019178082191782,Santa Clara,USA,US-West,,1,1,0,,0,,roundD,1,,,Top,0,,,,3.0,,
c:6117,acquired,2000-01-03,,,,25.013698630136986,Waltham,USA,US-East,,1,1,0,,0,,roundA,3,,,Top,0,,,,2.6667,,
c:45696,acquired,2001-01-01,,,,24.016438356164382,Irvine,USA,US-West,,1,1,0,,0,,roundA,2,,,Top,1,,,,2.6667,,
c:56580,closed,2000-01-01,2011-01-28,,,11.082191780821917,Palo Alto,USA,US-West,,1,1,0,,0,,roundA,0,,,Top,1,,,,2.0,,
c:23072,acquired,2002-01-01,,,,23.016438356164382,Tampa,USA,US-South,,1,1,0,,0,,roundB,3,,,Top,0,,,,4.5,,
c:49442,acquired,2001-01-01,,,,24.016438356164382,New York,USA,US-East,,1,1,0,,0,,roundC,1,,,Top,0,,,,4.0,,
c:38794,closed,2006-01-01,2013-07-01,,,7.501369863013698,San Francisco,USA,US-West,,1,1,0,,0,,roundA,0,,,Top,1,,,,3.5,,
c:58018,acquired,2001-01-01,,,,24.016438356164382,Foster City,USA,US-West,,1,1,0,,0,,roundB,1,,,Top,0,,,,3.0,,
c:921,acquired,2005-07-01,,,,19.517808219178082,San Francisco,USA,US-West,,1,1,0,,0,,roundB,1,,,Top,0,,,,2.0,,
c:71120,closed,2010-06-01,2013-07-01,,,3.084931506849315,New York,USA,US-East,,1,1,0,,0,,roundA,0,,,Other,0,,,,1.0,,
c:20146,acquired,2007-10-01,,,,17.265753424657536,New York,USA,US-East,,1,1,0,,0,,roundA,1,,,Other,0,,,,1.0,,
c:7440,acquired,2000-01-01,,,,25.019178082191782,Seattle,USA,US-West,,1,1,0,,0,,roundA,0,,,Top,1,,,,1.0,,
c:512,acquired,2007-08-01,,,,17.432876712328767,Santa Monica,USA,US-West,,1,1,0,,0,,roundA,2,,,Top,0,,,,3.0,,
c:25808,closed,2009-06-20,2012-03-03,,,2.7041095890410958,San Francisco,USA,US-West,,1,1,0,,0,,roundA,0,,,Other,0,,,,1.0,,
c:20117,acquired,2003-01-01,,,,22.016438356164382,Redwood City,USA,US-West,,1,1,0,,0,,roundB,2,,,Top,1,,,,3.6667,,
c:10398,closed,2005-01-01,2011-11-01,,,6.835616438356165,San Mateo,USA,US-West,,1,1,0,,0,,roundA,2,,,Top,0,,,,1.0,,
c:14854,acquired,2001-01-01,,,,24.016438356164382,San Francisco,USA,US-West,,1,1,0,,0,,roundC,2,,,Top,0,,,,4.5,,
c:37647,closed,2003-01-01,2013-07-01,,,10.504109589041096,Austin,USA,US-South,,1,1,0,,0,,roundB,2,,,Top,0,,,,2.6667,,
c:18875,acquired,2000-01-01,,,,25.019178082191782,Calabasas,USA,US-West,,1,1,0,,0,,roundD,1,,,Top,1,,,,5.6667,,
c:27591,acquired,2008-06-01,,,,16.5972602739726,San Francisco,USA,US-West,,1,1,0,,0,,roundA,2,,,Top,0,,,,2.0,,
c:76274,closed,2010-01-01,2013-07-17,,,3.5424657534246577,New York,USA,US-East,,1,1,0,,0,,roundA,0,,,Top,0,,,,2.0,,
c:150577,closed,2011-09-01,2013-04-01,,,1.5835616438356164,Cincinnati,USA,Other,,1,1,0,,0,,roundA,0,,,Other,0,,,,1.0,,
c:12052,acquired,2003-01-01,,,,22.016438356164382,North Reading,USA,US-East,,1,1,0,,0,,roundA,2,,,Top,0,,,,2.0,,
c:3180,acquired,2006-05-01,,,,18.684931506849313,Mountain View,USA,US-West,,1,1,0,,0,,roundA,1,,,Top,0,,,,2.0,,
c:33912,closed,2009-07-01,2013-07-19,,,4.052054794520548,Cincinnati,USA,Other,,1,1,0,,0,,roundA,1,,,Top,0,,,,4.0,,
c:71372,closed,2010-02-01,2012-01-01,,,1.915068493150685,Los Angeles,USA,US-West,,1,1,0,,0,,roundA,0,,,Top,0,,,,7.0,,
c:465,acquired,2007-01-01,2011-12-01,,,4.917808219178082,Burlingame,USA,US-West,,1,1,0,,0,,roundA,0,,,Top,1,,,,1.0,,
c:17430,acquired,2005-01-01,,,,20.013698630136986,San Francisco,USA,US-West,,1,1,0,,0,,roundA,2,,,Top,0,,,,1.5,,
c:4529,acquired,2007-01-01,,,,18.013698630136986,Boston,USA,US-East,,1,1,0,,0,,roundA,1,,,Other,0,,,,2.0,,
c:41957,acquired,2002-01-01,,,,23.016438356164382,Richardson,USA,US-South,,1,1,0,,0,,roundC,1,,,Top,0,,,,4.0,,
c:2889,acquired,2006-06-01,,,,18.6,Lindon,USA,Other,,1,1,0,,0,,roundA,1,,,Other,0,,,,2.0,,
c:46042,closed,2004-01-01,2011-12-24,,,7.983561643835617,Los Angeles,USA,US-West,,1,1,0,,0,,roundA,2,,,Top,0,,,,2.5,,
c:38504,closed,2007-01-01,2012-03-04,,,5.175342465753425,Albuquerque,USA,Other,,1,1,0,,0,,roundA,0,,,Top,0,,,,10.0,,
c:25997,closed,2000-01-01,2013-06-01,,,13.424657534246576,Red Bank,USA,US-East,,1,1,0,,0,,roundA,0,,,Other,0,,,,2.0,,
c:2953,acquired,2005-01-01,,,,20.013698630136986,Palo Alto,USA,US-West,,1,1,0,,0,,roundB,2,,,Top,0,,,,2.5,,
c:49876,acquired,2008-07-01,,,,16.515068493150686,Boston,USA,US-East,,1,1,0,,0,,roundA,0,,,Top,0,,,,5.0,,
c:1447,acquired,2005-01-01,,,,20.013698630136986,Palo Alto,USA,US-West,,1,1,0,,0,,roundA,2,,,Top,0,,,,2.0,,
c:26114,acquired,2004-01-01,,,,21.016438356164382,Bethlehem,USA,Other,,1,1,0,,0,,roundA,2,,,Top,1,,,,2.0,,
c:25688,closed,2005-01-01,2009-08-11,,,4.610958904109589,Sunnyvale,USA,US-West,,1,1,0,,0,,roundA,2,,,Other,0,,,,1.0,,
c:335,acquired,2004-01-01,,,,21.016438356164382,Santa Clara,USA,US-West,,1,1,0,,0,,roundA,2,,,Top,0,,,,3.5,,
c:10153,closed,2006-09-19,2010-04-16,,,3.5753424657534247,Saint Louis,USA,Other,,1,1,0,,0,,roundA,0,,,Other,0,,,,1.0,,
c:27,acquired,2002-11-17,,,,22.13972602739726,Sunnyvale,USA,US-West,,1,1,0,,0,,roundA,4,,,Top,0,,,,2.5,,
c:1957,closed,2007-07-07,2012-11-11,,,5.353424657534247,Palo Alto,USA,US-West,,1,1,0,,0,,roundA,0,,,Other,0,,,,1.0,,
c:63,acquired,2005-02-01,,,,19.92876712328767,San Bruno,USA,US-West,,1,1,0,,0,,roundA,2,,,Top,0,,,,1.0,,
c:58699,closed,2010-01-01,2012-07-25,,,2.5643835616438357,New York City,USA,US-East,,1,1,0,,0,,roundA,1,,,Top,0,,,,3.0,,
c:43386,closed,2009-08-01,2011-08-05,,,2.010958904109589,New York,USA,US-East,,1,1,0,,0,,roundA,0,,,Top,0,,,,1.0,,
c:3717,closed,2006-06-01,2010-03-24,,,3.813698630136986,Austin,USA,US-South,,1,1,0,,0,,roundA,1,,,Top,0,,,,2.0,,
c:70893,closed,2010-01-01,2012-01-01,,,2.0,Brooklyn,USA,US-East,,1,1,0,,0,,roundA,1,,,Top,0,,,,4.0,,
c:24727,acquired,2005-01-01,,,,20.013698630136986,Philadelphia,USA,Other,,1,1,0,,0,,roundA,3,,,Top,0,,,,4.75,,
c:162219,closed,2011-09-01,2012-11-01,,,1.16986301369863,Los Angeles,USA,US-West,,1,1,0,,0,,roundA,0,,,Other,0,,,,1.0,,
c:12178,acquired,2000-12-01,,,,24.101369863013698,Indianapolis,USA,Other,,1,1,0,,0,,roundA,0,,,Top,1,,,,2.0,,
c:23487,acquired,2004-01-01,,,,21.016438356164382,Burlington,USA,US-East,,1,1,0,,0,,roundB,1,,,Other,1,,,,1.0,,
c:3400,acquired,2007-01-01,,,,18.013698630136986,Palo Alto,USA,US-West,,1,1,0,,0,,roundA,0,,,Other,0,,,,1.6667,,
c:176278,acquired,2011-06-01,,,,13.597260273972603,San Mateo,USA,US-West,,1,1,0,,0,,roundA,1,,,Other,1,,,,1.0,,
c:22113,closed,2009-04-01,2013-01-17,,,3.8,Menlo Park,USA,US-West,,1,1,0,,0,,roundA,0,,,Top,1,,,,2.0,,
c:5617,acquired,2005-04-01,,,,19.767123287671232,New Hope,USA,Other,,1,1,0,,0,,roundA,2,,,Top,0,,,,2.5,,
c:15996,acquired,2004-01-01,,,,21.016438356164382,Englewood,USA,Other,,1,1,0,,0,,roundA,0,,,Top,1,,,,4.0,,
c:46893,closed,2006-01-01,2012-01-01,,,6.002739726027397,Los Angeles,USA,US-West,,1,1,0,,0,,roundA,1,,,Top,0,,,,1.0,,
c:1753,closed,1990-04-10,2010-01-01,,,19.742465753424657,San Mateo,USA,US-West,,1,1,0,,0,,roundA,1,,,Top,0,,,,1.0,,
c:22057,acquired,2002-01-01,,,,23.016438356164382,New York,USA,US-East,,1,1,0,,0,,roundA,1,,,Other,0,,,,1.0,,
c:35887,acquired,2001-01-01,,,,24.016438356164382,Petaluma,USA,US-West,,1,1,0,,0,,roundA,4,,,Top,1,,,,9.3333,,
c:1628,acquired,2006-06-01,,,,18.6,Redwood City,USA,US-West,,1,1,0,,0,,roundB,2,,,Top,1,,,,2.25,,
c:4453,acquired,2008-04-01,,,,16.764383561643836,North Hollywood,USA,US-West,,1,1,0,,0,,roundA,1,,,Top,1,,,,7.0,,
c:16973,closed,2007-12-11,2011-02-02,,,3.147945205479452,Waco,USA,US-South,,1,1,0,,0,,roundA,0,,,Other,0,,,,1.0,,
c:47689,closed,2000-01-01,2007-12-13,,,7.953424657534247,Santa Clara,USA,US-West,,1,1,0,,0,,roundA,0,,,Top,0,,,,9.0,,
c:459,acquired,2007-05-18,,,,17.638356164383563,Boulder,USA,Other,,1,1,0,,0,,roundA,0,,,Top,0,,,,1.0,,
c:3094,acquired,2007-03-01,,,,17.852054794520548,New York,USA,US-East,,1,1,0,,0,,roundA,3,,,Top,0,,,,3.5,,
c:12468,acquired,2003-01-01,,,,22.016438356164382,Carpinteria,USA,US-West,,1,1,0,,0,,roundA,1,,,Top,0,,,,5.0,,
c:856,closed,2005-01-01,2010-09-01,,,5.668493150684932,Menlo Park,USA,US-West,,1,1,0,,0,,roundA,2,,,Top,0,,,,2.5,,
c:16276,acquired,2003-01-01,,,,22.016438356164382,Mountain View,USA,US-West,,1,1,0,,0,,roundC,1,,,Top,1,,,,5.0,,
c:410,acquired,2005-01-01,,,,20.013698630136986,Menlo Park,USA,US-West,,1,1,0,,0,,roundA,4,,,Top,0,,,,2.0,,
c:726,acquired,2006-12-01,,,,18.0986301369863,Mountain View,USA,US-West,,1,1,0,,0,,roundA,3,,,Top,0,,,,2.5,,
c:8573,acquired,2009-01-01,,,,16.01095890410959,Chicago,USA,Other,,1,1,0,,0,,roundA,0,,,Top,0,,,,2.6667,,
c:102867,acquired,2011-11-15,,,,13.139726027397261,New York City,USA,US-East,,1,1,0,,0,,roundA,0,,,Top,0,,,,5.0,,
c:431,acquired,2005-05-01,,,,19.684931506849313,Mountain View,USA,US-West,,1,1,0,,0,,roundA,2,,,Top,1,,,,1.6667,,
c:60516,closed,2006-01-01,2012-02-01,,,6.087671232876712,West Chester,USA,Other,,1,1,0,,0,,roundA,0,,,Top,1,,,,1.0,,
c:43832,acquired,2003-01-01,,,,22.016438356164382,San Francisco,USA,US-West,,1,1,0,,0,,roundB,1,,,Top,1,,,,1.6667,,
c:83142,acquired,2010-01-01,,,,15.01095890410959,Nashville,USA,Other,,1,1,0,,0,,roundA,0,,,Other,0,,,,1.5,,
c:9669,acquired,2005-01-01,,,,20.013698630136986,Sunnyvale,USA,US-West,,1,1,0,,0,,roundA,2,,,Top,0,,,,2.5,,
c:62802,acquired,2010-02-01,,,,14.926027397260274,New York,USA,US-East,,1,1,0,,0,,roundA,0,,,Top,0,,,,2.0,,
c:56568,closed,2001-01-01,2010-08-06,,,9.6,Bedford,USA,US-East,,1,1,0,,0,,roundC,1,,,Top,0,,,,4.0,,
c:531,acquired,2007-01-01,,,,18.013698630136986,Belmont,USA,US-West,,1,1,0,,0,,roundA,3,,,Top,0,,,,4.3333,,
c:10158,acquired,2007-01-01,,,,18.013698630136986,Nashville,USA,Other,,1,1,0,,0,,roundA,1,,,Other,0,,,,1.0,,
c:11438,acquired,2008-01-01,,,,17.013698630136986,San Francisco,USA,US-West,,1,1,0,,0,,roundA,1,,,Top,0,,,,1.0,,
c:75796,closed,2011-03-01,2012-10-01,,,1.5890410958904109,Puyallup,USA,US-West,,1,1,0,,0,,roundA,0,,,Other,0,,,,2.0,,
c:45428,acquired,2002-01-01,,,,23.016438356164382,San Mateo,USA,US-West,,1,1,0,,0,,roundD,1,,,Other,0,,,,1.0,,
c:16365,acquired,2003-01-01,,,,22.016438356164382,San Francisco,USA,US-West,,1,1,0,,0,,roundB,1,,,Top,1,,,,5.0,,
c:46889,closed,2001-01-01,2010-04-29,,,9.32876712328767,Boxborough,USA,US-East,,1,1,0,,0,,roundA,0,,,Other,0,,,,1.0,,
c:16264,closed,2004-01-01,2010-11-10,,,6.863013698630137,Sunnyvale,USA,US-West,,1,1,0,,0,,roundB,1,,,Top,0,,,,3.0,,
c:1253,closed,2004-12-01,2011-12-31,,,7.0849315068493155,Seattle,USA,US-West,,1,1,0,,0,,roundA,0,,,Other,0,,,,3.0,,
c:2838,acquired,2004-01-01,,,,21.016438356164382,Santa Monica,USA,US-West,,1,1,0,,0,,roundA,1,,,Top,0,,,,1.5,,
c:732,acquired,2005-10-01,,,,19.265753424657536,San Mateo,USA,US-West,,1,1,0,,0,,roundA,4,,,Top,0,,,,4.0,,
c:1853,acquired,2003-06-01,,,,21.602739726027398,San Mateo,USA,US-West,,1,1,0,,0,,roundA,3,,,Top,0,,,,3.0,,
c:971,acquired,2006-05-01,,,,18.684931506849313,Santa Clara,USA,US-West,,1,1,0,,0,,roundA,3,,,Top,1,,,,4.25,,
c:1107,acquired,2002-01-01,,,,23.016438356164382,Chevy Chase,USA,Other,,1,1,0,,0,,roundB,3,,,Top,0,,,,4.3333,,
c:17252,closed,2006-01-01,2008-02-26,,,2.1534246575342464,San Mateo,USA,US-West,,1,1,0,,0,,roundA,1,,,Other,0,,,,1.0,,
c:997,acquired,2003-01-01,,,,22.016438356164382,Palo Alto,USA,US-West,,1,1,0,,0,,roundC,1,,,Top,0,,,,9.0,,
c:30307,closed,2007-01-01,2012-11-08,,,5.857534246575343,Bellevue,USA,US-West,,1,1,0,,0,,roundA,0,,,Top,1,,,,5.0,,
c:16271,acquired,2005-01-01,,,,20.013698630136986,Sunnyvale,USA,US-West,,1,1,0,,0,,roundA,3,,,Top,0,,,,2.6667,,
c:22712,acquired,2000-01-01,,,,25.019178082191782,Calabasas,USA,US-West,,1,1,0,,0,,roundC,2,,,Top,1,,,,5.6667,,
c:9782,acquired,2007-10-01,,,,17.265753424657536,San Francisco,USA,US-West,,1,1,0,,0,,roundA,0,,,Top,0,,,,4.5,,
c:68169,acquired,2010-01-01,,,,15.01095890410959,Louisville,USA,Other,,1,1,0,,0,,roundA,1,,,Top,1,,,,2.5,,
c:55354,acquired,2002-01-01,,,,23.016438356164382,Woburn,USA,US-East,,1,1,0,,0,,roundC,1,,,Top,0,,,,4.0,,
c:31488,closed,1999-01-01,2001-01-01,,,2.0027397260273974,Menlo Park,USA,US-West,,1,1,0,,0,,roundB,1,,,Top,0,,,,3.0,,
c:17542,acquired,2000-01-01,,,,25.019178082191782,Menlo Park,USA,US-West,,1,1,0,,0,,roundD,1,,,Top,1,,,,4.0,,
c:44268,acquired,2010-01-25,,,,14.945205479452055,Campbell,USA,US-West,,1,1,0,,0,,roundA,0,,,Top,0,,,,7.0,,
c:51228,acquired,2008-10-01,,,,16.263013698630136,New York,USA,US-East,,1,1,0,,0,,roundA,1,,,Top,0,,,,1.0,,
c:71852,closed,2010-08-01,2013-06-01,,,2.835616438356164,Palo Alto,USA,US-West,,1,1,0,,0,,roundA,2,,,Top,0,,,,1.5,,
c:23125,acquired,2008-02-01,,,,16.92876712328767,Palo Alto,USA,US-West,,1,1,0,,0,,roundA,1,,,Top,0,,,,4.0,,
c:37928,acquired,2006-01-01,,,,19.013698630136986,Boxborough,USA,US-East,,1,1,0,,0,,roundA,2,,,Top,0,,,,1.0,,
